technique_id,technique_name,tactic,severity,bank_relevance,siem_usecase_id,siem_usecase_name,dora_article,tiber_phase,description_de
T1503.003,Scheduled Task/Job: Cron,persistence,high,hoch,UC-BANK-094,Persistence Mechanism Detection - Scheduled Task/Job: Cron,Art.25,Active-Phase,Erkennung von Scheduled Task/Job: Cron
T1505.002,Server Software Component: Transport Agent,persistence,high,hoch,UC-BANK-095,Persistence Mechanism Detection - Server Software Component: Transport Agent,Art.25,Active-Phase,Erkennung von Server Software Component: Transport Agent
T1505.003,Server Software Component: Web Shell,persistence,high,hoch,UC-BANK-095,Persistence Mechanism Detection - Server Software Component: Transport Agent,Art.25,Active-Phase,Erkennung von Server Software Component: Web Shell
T1543.002,Create or Modify System Process: Systemd Service,persistence,high,hoch,UC-BANK-096,Persistence Mechanism Detection - Create or Modify System Process: Systemd Se...,Art.25,Active-Phase,System-Service-Erstellung und -Manipulation - Create or Modify System Process: Systemd Service
T1543.003,Create or Modify System Process: Windows Service,persistence,high,hoch,UC-BANK-096,Persistence Mechanism Detection - Create or Modify System Process: Systemd Se...,Art.25,Active-Phase,Erstellung schadhafter Windows-Services
T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,persistence,high,hoch,UC-BANK-097,Persistence Mechanism Detection - Event Triggered Execution: Windows Manageme...,Art.25,Active-Phase,Event Triggered Execution - Event Triggered Execution: Windows Management Instrumentation Event Subscription
T1546.011,Application Shimming,persistence,high,hoch,UC-BANK-097,Persistence Mechanism Detection - Event Triggered Execution: Windows Manageme...,Art.25,Active-Phase,Event Triggered Execution - Application Shimming
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,persistence,high,hoch,UC-BANK-098,Persistence Mechanism Detection - Boot or Logon Autostart Execution: Registry...,Art.25,Active-Phase,Boot/Logon Autostart Execution - Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
T1547.004,Boot or Logon Autostart Execution: Winlogon Helper DLL,persistence,high,hoch,UC-BANK-098,Persistence Mechanism Detection - Boot or Logon Autostart Execution: Registry...,Art.25,Active-Phase,Boot/Logon Autostart Execution - Boot or Logon Autostart Execution: Winlogon Helper DLL
T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,persistence,high,hoch,UC-BANK-098,Persistence Mechanism Detection - Boot or Logon Autostart Execution: Registry...,Art.25,Active-Phase,Boot/Logon Autostart Execution - Boot or Logon Autostart Execution: Shortcut Modification
T1020,Automated Exfiltration,exfiltration,high,sehr_hoch,UC-BANK-100,Data Exfiltration Detection - Automated Exfiltration,Art.25,Active-Phase,Automatisierte Datenexfiltration
T1029,Scheduled Transfer,exfiltration,high,sehr_hoch,UC-BANK-101,Data Exfiltration Detection - Scheduled Transfer,Art.25,Active-Phase,Geplante automatische Datenuebertragung
T1030,Data Transfer Size Limits,exfiltration,high,sehr_hoch,UC-BANK-102,Data Exfiltration Detection - Data Transfer Size Limits,Art.25,Active-Phase,Aufgeteilte Datenexfiltration in kleinen Stuecken
T1041,Exfiltration Over C2 Channel,exfiltration,high,sehr_hoch,UC-BANK-103,Data Exfiltration Detection - Exfiltration Over C2 Channel,Art.25,Active-Phase,Datenexfiltration ueber C2-Kanal
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,high,sehr_hoch,UC-BANK-104,Data Exfiltration Detection - Exfiltration Over Unencrypted/Obfuscated Non-C2...,Art.25,Active-Phase,Exfiltration ueber alternativen Protokollkanal - Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
T1537,Transfer Data to Cloud Account,exfiltration,high,sehr_hoch,UC-BANK-105,Data Exfiltration Detection - Transfer Data to Cloud Account,Art.25,Active-Phase,Exfiltration zu Cloud-Accounts
T1567.001,Exfiltration to Code Repository,exfiltration,high,sehr_hoch,UC-BANK-106,Data Exfiltration Detection - Exfiltration to Code Repository,Art.25,Active-Phase,Exfiltration ueber Webdienste - Exfiltration to Code Repository
T1567.002,Exfiltration to Cloud Storage,exfiltration,high,sehr_hoch,UC-BANK-106,Data Exfiltration Detection - Exfiltration to Code Repository,Art.25,Active-Phase,Exfiltration zu Cloud Storage
8.A.2,Input Capture: Keylogging,collection,medium,hoch,UC-BANK-110,Data Collection Detection - Input Capture: Keylogging,Art.25,Active-Phase,Erkennung von Input Capture: Keylogging
T1005,Data from Local System,collection,medium,hoch,UC-BANK-111,Data Collection Detection - Data from Local System,Art.25,Active-Phase,Zugriff auf sensible lokale Dateien und Daten
T1025,Data from Removable Media,collection,medium,hoch,UC-BANK-112,Data Collection Detection - Data from Removable Media,Art.25,Active-Phase,Erkennung von Data from Removable Media
T1039,Data from Network Shared Drive,collection,medium,hoch,UC-BANK-113,Data Collection Detection - Data from Network Shared Drive,Art.25,Active-Phase,Daten von Network Shared Drive
T1056.001,Input Capture: Keylogging,collection,medium,hoch,UC-BANK-114,Data Collection Detection - Input Capture: Keylogging,Art.25,Active-Phase,Input Capture - Tastatureingaben abfangen - Input Capture: Keylogging
T1074.001,Data Staged: Local Data Staging,collection,medium,hoch,UC-BANK-115,Data Collection Detection - Data Staged: Local Data Staging,Art.25,Active-Phase,Lokales Sammeln von Daten in Staging-Verzeichnissen
T1113,Screen Capture,collection,medium,hoch,UC-BANK-116,Data Collection Detection - Screen Capture,Art.25,Active-Phase,Bildschirmaufnahme / Screen Capture
T1114.001,Email Collection: Local Email Collection,collection,medium,hoch,UC-BANK-117,Data Collection Detection - Email Collection: Local Email Collection,Art.25,Active-Phase,Erkennung von Email Collection: Local Email Collection
T1114.003,Email Collection: Email Forwarding Rule,collection,medium,hoch,UC-BANK-117,Data Collection Detection - Email Collection: Local Email Collection,Art.25,Active-Phase,Erkennung von Email Collection: Email Forwarding Rule
T1115,Clipboard Data,collection,medium,hoch,UC-BANK-118,Data Collection Detection - Clipboard Data,Art.25,Active-Phase,Clipboard-Daten abgreifen
T1119,Automated Collection,collection,medium,hoch,UC-BANK-119,Data Collection Detection - Automated Collection,Art.25,Active-Phase,Automatisierte Datensammlung
T1123,Audio Capture,collection,medium,hoch,UC-BANK-119,Data Collection Detection - Audio Capture,Art.25,Active-Phase,Audio Capture
T1125,Video Capture,collection,medium,hoch,UC-BANK-119,Data Collection Detection - Video Capture,Art.25,Active-Phase,Erkennung von Video Capture
T1530,Data from Cloud Storage Object,collection,medium,hoch,UC-BANK-119,Data Collection Detection - Data from Cloud Storage Object,Art.25,Active-Phase,Erkennung von Data from Cloud Storage Object
T1560.001,Archive Collected Data - Archive via Utility,collection,medium,hoch,UC-BANK-119,Data Collection Detection - Archive Collected Data - Archive via Utility,Art.25,Active-Phase,"Archivierung mit Standard-Tools (zip, tar, 7z)"
T1071,Application Layer Protocol,command-and-control,high,hoch,UC-BANK-120,C2 Communication Detection - Application Layer Protocol,Art.25,Active-Phase,C2-Kommunikation ueber Anwendungsprotokolle
T1071.001,Application Layer Protocol: Web Protocols,command-and-control,high,hoch,UC-BANK-120,C2 Communication Detection - Application Layer Protocol,Art.25,Active-Phase,HTTP/HTTPS-basierte C2-Kommunikation
T1071.004,Application Layer Protocol: DNS,command-and-control,high,hoch,UC-BANK-120,C2 Communication Detection - Application Layer Protocol,Art.25,Active-Phase,DNS-basierte C2-Kommunikation
T1090.001,Proxy: Internal Proxy,command-and-control,high,hoch,UC-BANK-121,C2 Communication Detection - Proxy: Internal Proxy,Art.25,Active-Phase,Erkennung von Proxy: Internal Proxy
T1132.001,Data Encoding: Standard Encoding,command-and-control,high,hoch,UC-BANK-122,C2 Communication Detection - Data Encoding: Standard Encoding,Art.25,Active-Phase,Data Encoding fuer C2 - Data Encoding: Standard Encoding
T1205,Traffic Signaling,command-and-control,high,hoch,UC-BANK-123,C2 Communication Detection - Traffic Signaling,Art.25,Active-Phase,Erkennung von Traffic Signaling
T1571,Non-Standard Port,command-and-control,high,hoch,UC-BANK-124,C2 Communication Detection - Non-Standard Port,Art.25,Active-Phase,Non-Standard Port C2
T1572,Protocol Tunneling,command-and-control,high,hoch,UC-BANK-125,C2 Communication Detection - Protocol Tunneling,Art.25,Active-Phase,Protocol Tunneling
T1486,Data Encrypted for Impact,impact,critical,sehr_hoch,UC-BANK-130,System Impact Detection - Data Encrypted for Impact,Art.25,Active-Phase,Ransomware-Verschluesselung (Data Encrypted for Impact)
T1489,Service Stop,impact,critical,sehr_hoch,UC-BANK-131,System Impact Detection - Service Stop,Art.25,Active-Phase,Stoppen kritischer Dienste (Service Stop)
T1490,Inhibit System Recovery,impact,critical,sehr_hoch,UC-BANK-132,System Impact Detection - Inhibit System Recovery,Art.25,Active-Phase,Inhibit System Recovery
T1491,Defacement,impact,critical,sehr_hoch,UC-BANK-133,System Impact Detection - Defacement,Art.25,Active-Phase,Defacement / Hinterlassen von Ransomware-Nachrichten
T1496,Resource Hijacking,impact,critical,sehr_hoch,UC-BANK-134,System Impact Detection - Resource Hijacking,Art.25,Active-Phase,Crypto-Mining auf Bankinfrastruktur (Resource Hijacking)
T1499,Endpoint Denial of Service,impact,critical,sehr_hoch,UC-BANK-135,System Impact Detection - Endpoint Denial of Service,Art.25,Active-Phase,System-Shutdown oder Endpoint DoS
T1529,System Shutdown/Reboot,impact,critical,sehr_hoch,UC-BANK-136,System Impact Detection - System Shutdown/Reboot,Art.25,Active-Phase,System Shutdown/Reboot
T1531,Account Access Removal,impact,critical,sehr_hoch,UC-BANK-137,System Impact Detection - Account Access Removal,Art.25,Active-Phase,Erkennung von Account Access Removal
T1561.001,Disk Wipe: Disk Content Wipe,impact,critical,sehr_hoch,UC-BANK-138,System Impact Detection - Disk Wipe: Disk Content Wipe,Art.25,Active-Phase,Erkennung von Disk Wipe: Disk Content Wipe
T1565.001,Data Manipulation: Stored Data Manipulation,impact,critical,sehr_hoch,UC-BANK-139,System Impact Detection - Data Manipulation: Stored Data Manipulation,Art.25,Active-Phase,Manipulation gespeicherter Daten
T1078,Valid Accounts,initial-access,medium,mittel,UC-BANK-140,Initial Access Detection - Valid Accounts,Art.25,Initial-Compromise,Verwendung valider Accounts
T1189,Drive-By Compromise,initial-access,medium,mittel,UC-BANK-141,Initial Access Detection - Drive-By Compromise,Art.25,Initial-Compromise,Drive-by Compromise
T1566.002,Phishing: Spearphishing Link,initial-access,medium,mittel,UC-BANK-142,Initial Access Detection - Phishing: Spearphishing Link,Art.25,Initial-Compromise,Erkennung von Phishing: Spearphishing Link
